# Program:featureCounts v2.0.0; Command:"featureCounts" "-O" "-t" "gene" "-g" "ID" "-a" "sequence.gff3" "-o" "counts.txt" "mapped/SRR6176429.bam" "mapped/SRR6176430.bam" "mapped/SRR6176431.bam" "mapped/SRR6176432.bam" "mapped/SRR6176433.bam" "mapped/SRR6176434.bam" "mapped/SRR6176435.bam" "mapped/SRR6176436.bam" "mapped/SRR6176437.bam" "mapped/SRR6176438.bam" "mapped/SRR6176439.bam" "mapped/SRR6176440.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/SRR6176429.bam	mapped/SRR6176430.bam	mapped/SRR6176431.bam	mapped/SRR6176432.bam	mapped/SRR6176433.bam	mapped/SRR6176434.bam	mapped/SRR6176435.bam	mapped/SRR6176436.bam	mapped/SRR6176437.bam	mapped/SRR6176438.bam	mapped/SRR6176439.bam	mapped/SRR6176440.bam
gene-Rv2925c	NC_000962.3	3239829	3240551	-	723	1859	2926	2810	2435	3575	2424	1840	1472	3215	4860	450	3382
gene-Rv2926c	NC_000962.3	3240548	3241171	-	624	1478	1975	1952	1597	2444	1501	1323	1079	2047	3459	350	2179
gene-Rv2927c	NC_000962.3	3241222	3241959	-	738	2619	3350	2775	2507	3571	1918	1492	1240	3797	7954	604	3802
gene-Rv2928	NC_000962.3	3242198	3242983	+	786	231	369	352	260	400	646	428	96	385	1016	143	459
gene-Rv2929	NC_000962.3	3242970	3243281	+	312	144	253	232	144	207	380	243	80	232	506	70	277
gene-Rv2930	NC_000962.3	3243697	3245448	+	1752	3714	6635	7784	3889	5624	6899	7357	3448	7766	10826	962	7417
gene-Rv2931	NC_000962.3	3245445	3251075	+	5631	7338	9732	9673	6103	10732	6196	10509	5957	10578	13962	1899	10923
gene-Rv2932	NC_000962.3	3251072	3255688	+	4617	3790	5020	4703	3814	5414	3249	2862	2835	4836	5695	958	5466
gene-Rv2933	NC_000962.3	3255685	3262251	+	6567	8940	9361	9878	8586	11795	6951	6699	6618	10002	12241	1870	12028
gene-Rv2934	NC_000962.3	3262248	3267731	+	5484	6458	6633	7001	6036	8263	5377	5383	4734	7513	9233	1452	8983
gene-Rv2935	NC_000962.3	3267737	3272203	+	4467	10434	12336	11911	8555	12544	7146	7676	8158	15062	15284	2311	14381
gene-Rv2936	NC_000962.3	3272214	3273209	+	996	2758	3352	2931	2475	3340	2293	2274	2009	4148	5068	719	4432
gene-Rv2937	NC_000962.3	3273206	3274075	+	870	1527	1926	1734	1435	1825	1325	1261	1125	2065	2550	334	2246
gene-Rv2938	NC_000962.3	3274072	3274902	+	831	1435	1823	1653	1366	1999	1337	1165	1056	1836	2486	341	2177
gene-Rv2939	NC_000962.3	3274949	3276217	+	1269	2273	3141	2562	1814	3082	2045	1826	1898	3829	5182	649	4634
gene-Rv2940c	NC_000962.3	3276380	3282715	-	6336	37294	40630	32960	27609	38433	20511	31473	24514	46165	51283	7254	48034
gene-Rv2941	NC_000962.3	3283335	3285077	+	1743	6110	8341	7899	6981	9615	9646	7472	3496	9485	13286	1750	8601
gene-Rv2942	NC_000962.3	3285070	3287832	+	2763	10992	12589	13554	9708	12076	9325	9951	7601	14106	21950	1925	15881
gene-Rv2943	NC_000962.3	3288464	3289705	+	1242	274	303	269	243	334	166	141	171	355	526	41	301
gene-Rv2943A	NC_000962.3	3289705	3290235	+	531	150	168	132	115	231	106	87	125	191	293	41	236
gene-Rv2944	NC_000962.3	3289790	3290506	+	717	241	311	242	200	385	213	162	220	344	551	69	455
gene-Rv2945c	NC_000962.3	3290624	3291325	-	702	866	1083	884	849	1340	703	650	770	1121	1800	245	1814
gene-Rv2946c	NC_000962.3	3291503	3296353	-	4851	8235	7886	6140	6114	8047	3008	4910	5873	7571	10572	1359	11367
gene-Rv2947c	NC_000962.3	3296350	3297840	-	1491	1895	2493	1762	1715	2004	1035	1140	963	2436	3539	410	3394
gene-Rv2948c	NC_000962.3	3297837	3299954	-	2118	5345	6490	4226	4109	5151	2494	3722	2835	6909	7874	1067	7169
gene-Rv2949c	NC_000962.3	3299971	3300570	-	600	5692	6200	4033	4316	5794	2311	5992	2280	7610	6858	1142	6420
gene-Rv2950c	NC_000962.3	3300596	3302455	-	1860	8652	11139	7807	5630	7843	6325	9789	4375	13070	16612	2512	13888
gene-Rv2951c	NC_000962.3	3303103	3304248	-	1146	2209	2324	1879	1784	2490	2218	3461	937	2599	2938	594	1877
gene-Rv2952	NC_000962.3	3304441	3305253	+	813	1069	1217	1140	777	1208	1515	1820	598	1464	1939	324	1115
gene-Rv2953	NC_000962.3	3305279	3306535	+	1257	1260	1716	1309	897	1321	1511	2010	643	1520	2165	426	1432
gene-Rv2954c	NC_000962.3	3306666	3307391	-	726	1857	2329	1887	1399	1626	2414	2827	960	2528	3462	741	2171
gene-Rv2955c	NC_000962.3	3307580	3308545	-	966	272	350	235	139	202	325	504	109	296	911	175	496
gene-Rv2956	NC_000962.3	3308668	3309399	+	732	1000	1417	1215	865	1131	1631	1712	425	1654	2376	411	1466
gene-Rv2957	NC_000962.3	3309470	3310297	+	828	787	1083	961	638	890	1023	1043	449	1311	2485	320	1566
gene-Rv2958c	NC_000962.3	3310714	3312000	-	1287	318	444	399	270	491	346	323	242	557	872	95	658
gene-Rv2959c	NC_000962.3	3312101	3312838	-	738	465	762	764	389	598	664	653	226	1149	945	122	857
gene-Rv2960c	NC_000962.3	3312953	3313201	-	249	80	93	100	63	63	125	75	28	132	181	22	86
gene-Rv2961	NC_000962.3	3313283	3313672	+	390	55	66	52	31	74	58	47	17	38	68	18	58
gene-Rv2962c	NC_000962.3	3313773	3315122	-	1350	109	135	161	85	178	220	194	66	145	535	107	305
gene-Rv2963	NC_000962.3	3315236	3316456	+	1221	327	305	331	337	652	314	315	320	392	1525	112	696
gene-Rv2964	NC_000962.3	3316529	3317461	+	933	119	195	193	161	269	150	104	92	258	680	46	346
gene-Rv2965c	NC_000962.3	3318330	3318815	-	486	300	363	303	188	263	311	300	174	442	732	130	437
gene-Rv2966c	NC_000962.3	3318901	3319467	-	567	364	416	288	274	340	312	306	231	406	740	89	526
gene-Rv2967c	NC_000962.3	3319663	3323046	-	3384	2025	2315	2084	2001	2361	1673	1632	1172	2589	4125	766	3064
gene-Rv2968c	NC_000962.3	3323071	3323703	-	633	699	688	634	693	785	477	718	455	760	1059	198	631
gene-Rv2969c	NC_000962.3	3323709	3324476	-	768	1903	1972	1901	1841	2258	1827	2013	1107	2260	2843	618	1924
gene-Rv2970c	NC_000962.3	3324573	3325703	-	1131	1160	1496	1524	986	1498	1568	1366	717	1553	2777	455	1734
gene-Rv2970A	NC_000962.3	3325934	3326104	+	171	261	456	384	292	357	654	311	131	428	713	127	381
gene-Rv2971	NC_000962.3	3326101	3326949	+	849	901	1416	1324	801	1288	1817	1304	657	1545	2444	459	1794
gene-Rv2972c	NC_000962.3	3327023	3327736	-	714	357	378	325	251	409	409	506	236	350	611	95	443
gene-Rv2973c	NC_000962.3	3327733	3329946	-	2214	416	459	404	382	409	374	391	250	502	1087	73	610
gene-Rv2974c	NC_000962.3	3329949	3331361	-	1413	367	354	355	272	373	301	448	246	342	613	79	417
gene-Rv2975c	NC_000962.3	3331358	3331612	-	255	146	204	208	147	209	254	238	96	200	418	61	218
gene-Rv2975a	NC_000962.3	3331854	3332048	+	195	201	285	281	191	302	337	207	114	324	525	164	442
gene-Rv2976c	NC_000962.3	3332071	3332754	-	684	664	761	724	614	797	617	611	406	885	1166	247	862
gene-Rv2977c	NC_000962.3	3332787	3333788	-	1002	952	1011	1008	885	1007	641	759	615	1143	1354	190	977
gene-Rv2978c	NC_000962.3	3333785	3335164	-	1380	1414	1547	1423	1493	1739	1038	912	930	1811	2034	218	1442
gene-Rv2979c	NC_000962.3	3335164	3335748	-	585	358	477	409	361	436	288	229	274	538	795	100	437
gene-Rv2980	NC_000962.3	3335960	3336505	+	546	201	203	172	146	171	230	120	94	183	251	47	184
gene-Rv2981c	NC_000962.3	3336796	3337917	-	1122	1015	1149	1124	958	1095	1097	1347	558	1289	2098	271	1216
gene-Rv2982c	NC_000962.3	3337995	3338999	-	1005	704	788	819	605	772	821	1044	369	817	1543	185	1004
gene-Rv2983	NC_000962.3	3339118	3339762	+	645	84	135	113	73	114	126	116	52	108	300	29	171
gene-Rv2984	NC_000962.3	3339854	3342082	+	2229	1630	1903	1488	1420	1948	1394	1295	818	2269	3313	652	2521
gene-Rv2985	NC_000962.3	3342165	3343118	+	954	3657	4491	4104	3944	4316	2079	1575	2018	5691	8205	708	5392
gene-Rv2986c	NC_000962.3	3343176	3343820	-	645	14492	19373	13563	15687	13705	7476	4836	5172	25020	27996	2616	18261
gene-Rv2987c	NC_000962.3	3344033	3344629	-	597	1946	1633	521	633	988	151	153	478	1633	1089	455	849
gene-Rv2988c	NC_000962.3	3344654	3346075	-	1422	5377	4362	1637	1442	2079	680	591	1431	4262	3252	1057	2403
gene-Rv2989	NC_000962.3	3346147	3346848	+	702	3251	4070	4579	1835	2517	3640	1779	1251	4614	7176	491	4216
gene-Rv2990c	NC_000962.3	3346859	3347719	-	861	6237	12598	17444	5791	9142	12003	5097	2754	15516	27004	784	12850
gene-Rv2991	NC_000962.3	3347982	3348473	+	492	226	349	329	163	326	446	253	146	294	451	46	274
gene-Rvnt35	NC_000962.3	3348547	3348619	-	73	85	156	213	62	71	306	97	23	71	341	34	69
gene-Rvnt36	NC_000962.3	3348659	3348730	-	72	76	119	128	65	60	260	66	28	94	287	19	66
gene-Rv2992c	NC_000962.3	3348805	3350277	-	1473	1524	1688	1785	1711	1760	1714	1512	850	1826	2758	289	1855
gene-Rv2993c	NC_000962.3	3350274	3350993	-	720	843	1116	1043	899	1096	1092	926	511	1271	2172	221	1406
gene-Rv2994	NC_000962.3	3351269	3352606	+	1338	1065	1185	1289	1119	1414	1482	1583	672	1323	1748	279	1076
gene-Rv2995c	NC_000962.3	3352458	3353468	-	1011	1708	1736	1929	2000	2109	2094	2334	1027	1976	3092	355	1863
gene-Rv2996c	NC_000962.3	3353483	3355069	-	1587	2038	1982	2038	2416	2581	2231	2769	1269	2263	3244	375	2088
gene-Rv2997	NC_000962.3	3355099	3356541	+	1443	401	522	505	432	552	461	417	286	524	893	66	549
gene-Rv2998	NC_000962.3	3356815	3357276	+	462	64	114	90	75	82	129	69	40	140	377	39	146
gene-Rv2999	NC_000962.3	3357602	3358567	+	966	127	223	244	164	267	147	104	87	283	360	41	276
gene-Rv3000	NC_000962.3	3358612	3359271	+	660	778	933	882	876	1259	401	356	699	1173	623	63	483
gene-Rv3001c	NC_000962.3	3359585	3360586	-	1002	7598	9217	7644	7859	10008	3138	3901	4765	11537	5146	782	4260
gene-Rv3002c	NC_000962.3	3360624	3361130	-	507	3428	4641	3892	3379	4804	1799	1904	2272	6345	3054	400	2750
gene-Rv3003c	NC_000962.3	3361130	3362986	-	1857	8875	10364	8920	7443	10167	6178	6040	5580	13073	6728	950	5359
gene-Rv3004	NC_000962.3	3363348	3363686	+	339	747	931	989	583	815	699	641	516	1221	2217	152	1317
gene-Rv3005c	NC_000962.3	3363693	3364532	-	840	2900	4091	3867	2569	3280	2725	2267	1392	4780	8614	901	4290
gene-Rv3006	NC_000962.3	3364709	3365830	+	1122	2800	3367	2974	2113	2873	3022	2626	1423	3734	4309	763	2275
gene-Rv3007c	NC_000962.3	3365836	3366450	-	615	1009	1353	1274	834	1552	1247	1080	743	1508	2236	248	1340
gene-Rv3008	NC_000962.3	3366644	3367267	+	624	588	762	742	626	887	804	657	360	824	1636	117	923
gene-Rv3009c	NC_000962.3	3367264	3368793	-	1530	1446	2024	2038	1743	2205	2754	1849	1047	2281	3915	388	2330
gene-Rv3010c	NC_000962.3	3368823	3369854	-	1032	808	998	1087	1312	1949	1203	882	675	1168	1817	209	1127
gene-Rv3011c	NC_000962.3	3369950	3371434	-	1485	441	492	514	435	647	443	361	293	518	933	148	640
gene-Rv3012c	NC_000962.3	3371431	3371730	-	300	33	56	74	26	55	62	44	36	77	162	19	90
gene-Rv3013	NC_000962.3	3371815	3372471	+	657	121	171	268	216	253	301	174	153	246	461	44	297
gene-Rv3014c	NC_000962.3	3372545	3374620	-	2076	444	537	529	389	598	591	552	296	626	1100	191	722
gene-Rv3015c	NC_000962.3	3374651	3375664	-	1014	196	210	202	191	224	262	387	128	207	283	48	231
gene-Rv3016	NC_000962.3	3375758	3376387	+	630	190	292	268	213	380	468	214	120	325	619	68	322
gene-Rv3017c	NC_000962.3	3376490	3376852	-	363	107	113	133	96	147	192	159	64	138	97	27	92
gene-Rv3018c	NC_000962.3	3376939	3378243	-	1305	37	53	37	19	31	38	33	12	77	62	19	35
gene-Rv3019c	NC_000962.3	3378711	3379001	-	291	20	29	28	30	32	15	19	15	33	35	11	27
gene-Rv3020c	NC_000962.3	3379036	3379329	-	294	22	22	21	23	43	19	17	9	34	32	7	22
gene-Rv3022A	NC_000962.3	3380679	3380993	-	315	3	7	10	8	10	7	2	2	4	8	1	8
gene-Rv3023c	NC_000962.3	3381375	3382622	-	1248	11	6	3	0	6	7	11	6	6	8	3	11
gene-Rv3024c	NC_000962.3	3382785	3383888	-	1104	1217	1225	1245	994	1300	1144	1349	608	1447	1883	284	1243
gene-Rv3025c	NC_000962.3	3383885	3385066	-	1182	1713	1818	1620	1369	1596	1603	2112	962	1896	2323	334	1654
gene-Rv3026c	NC_000962.3	3385163	3386077	-	915	118	116	101	95	81	57	56	71	120	198	36	177
gene-Rv3027c	NC_000962.3	3386074	3386919	-	846	278	306	302	236	348	201	184	173	389	605	70	556
gene-Rv3028c	NC_000962.3	3387075	3388031	-	957	2657	2998	2495	2752	3299	2465	2772	1272	3396	5740	940	3991
gene-Rv3029c	NC_000962.3	3388070	3388870	-	801	2053	2525	2161	2125	2846	2783	3158	1065	2965	6333	1228	4575
gene-Rv3030	NC_000962.3	3389101	3389925	+	825	490	474	467	425	645	486	714	338	548	1205	240	824
gene-Rv3031	NC_000962.3	3389922	3391502	+	1581	881	778	720	795	883	710	988	511	841	1630	302	1213
gene-Rv3032	NC_000962.3	3391534	3392778	+	1245	556	577	529	587	655	696	572	309	614	1456	171	923
gene-Rv3032A	NC_000962.3	3392812	3393201	+	390	179	176	210	136	216	250	173	113	199	492	67	280
gene-Rv3033	NC_000962.3	3393380	3393928	+	549	131	178	119	106	140	213	263	80	186	229	71	150
gene-Rv3034c	NC_000962.3	3394019	3394921	-	903	661	766	723	521	544	882	602	294	734	1209	249	732
gene-Rv3035	NC_000962.3	3395379	3396461	+	1083	640	728	739	590	801	823	993	396	740	1237	234	894
gene-Rv3036c	NC_000962.3	3396458	3397141	-	684	345	433	426	249	410	456	369	228	580	952	121	661
gene-Rv3037c	NC_000962.3	3397214	3398290	-	1077	806	807	762	658	748	680	905	504	787	1125	122	936
gene-Rv3038c	NC_000962.3	3398425	3399408	-	984	997	1315	1375	978	1323	1534	1020	631	1360	3002	298	1505
gene-Rv3039c	NC_000962.3	3399419	3400183	-	765	388	446	434	302	488	407	351	204	459	789	122	423
gene-Rv3040c	NC_000962.3	3400192	3401058	-	867	489	561	530	432	514	350	447	219	621	856	130	466
gene-Rv3041c	NC_000962.3	3401055	3401918	-	864	560	735	804	611	651	661	621	363	831	1308	132	633
gene-Rv3042c	NC_000962.3	3401933	3403162	-	1230	2551	2887	3070	2833	3226	2921	3387	1720	3079	4301	271	2132
gene-Rv3043c	NC_000962.3	3403200	3404921	-	1722	4050	4941	5011	4272	5610	5935	6068	2349	5242	6574	533	3167
gene-Rv3044	NC_000962.3	3405136	3406215	+	1080	1183	1244	1244	857	1251	1826	1874	596	1103	2154	438	1088
gene-Rv3045	NC_000962.3	3406285	3407325	+	1041	2273	2809	2496	2235	3059	3414	3089	1363	3259	5372	777	3303
gene-Rv3046c	NC_000962.3	3407314	3407688	-	375	824	944	930	778	1055	1241	1221	500	1038	1930	304	1142
gene-Rv3047c	NC_000962.3	3408022	3408306	-	285	412	599	368	333	481	221	172	225	582	922	75	671
gene-Rv3048c	NC_000962.3	3408404	3409378	-	975	2682	3647	2397	1743	2535	1312	1207	1273	4191	5569	748	3320
gene-Rv3049c	NC_000962.3	3409509	3411083	-	1575	7004	9253	6521	5337	7237	3791	3446	3860	9594	10706	2146	8139
gene-Rv3050c	NC_000962.3	3411217	3411957	-	741	5126	6094	5525	4196	5348	4458	4160	3030	6646	8872	869	6142
gene-Rv3051c	NC_000962.3	3412085	3414166	-	2082	12801	16213	13573	11777	15740	13005	10197	6608	20132	35901	5615	23033
gene-Rv3052c	NC_000962.3	3414232	3414684	-	453	3312	3903	3203	2930	4015	3326	2777	1691	4408	7456	1203	5110
gene-Rv3053c	NC_000962.3	3414719	3414958	-	240	2582	3615	3115	2490	3811	3089	2756	1337	3799	8657	1277	5263
gene-Rv3054c	NC_000962.3	3415435	3415989	-	555	96	89	88	64	50	62	27	27	111	78	21	97
gene-Rv3055	NC_000962.3	3416081	3416695	+	615	76	101	78	57	80	107	80	38	107	185	32	113
gene-Rv3056	NC_000962.3	3416705	3417745	+	1041	268	319	312	205	379	411	385	168	347	696	112	404
gene-Rv3057c	NC_000962.3	3417799	3418662	-	864	692	822	791	555	746	894	1042	393	869	1482	384	961
gene-Rv3058c	NC_000962.3	3418726	3419376	-	651	511	690	560	355	524	809	811	221	784	1574	383	847
gene-Rv3059	NC_000962.3	3419492	3420970	+	1479	599	863	786	739	1251	1236	1020	410	1001	1751	340	981
gene-Rv3060c	NC_000962.3	3421741	3423213	-	1473	1691	2179	1933	1261	1783	2254	1824	792	2171	5266	356	2777
gene-Rv3061c	NC_000962.3	3423262	3425427	-	2166	563	641	524	424	491	556	452	296	742	2779	172	1816
gene-Rv3062	NC_000962.3	3425584	3427107	+	1524	348	441	445	305	559	579	518	242	455	1145	167	719
gene-Rv3063	NC_000962.3	3427243	3429519	+	2277	325	441	362	323	508	388	361	224	451	943	143	622
gene-Rv3064c	NC_000962.3	3429825	3430250	-	426	74	109	117	73	109	126	92	42	106	197	26	107
gene-Rv3065	NC_000962.3	3430387	3430710	+	324	70	106	109	84	118	126	127	41	114	217	39	115
gene-Rv3066	NC_000962.3	3430707	3431315	+	609	261	256	287	184	248	269	324	148	291	421	84	307
gene-Rv3067	NC_000962.3	3431428	3431838	+	411	209	288	357	189	288	359	283	167	293	444	82	279
gene-Rvnt37	NC_000962.3	3431840	3431912	-	73	25	26	26	20	23	42	20	10	34	54	10	28
gene-Rv3068c	NC_000962.3	3431979	3433622	-	1644	315	485	483	357	539	492	435	247	542	994	99	541
gene-Rv3069	NC_000962.3	3433692	3434090	+	399	105	127	108	72	156	146	212	51	112	237	40	155
gene-Rv3070	NC_000962.3	3434087	3434467	+	381	86	105	91	71	90	101	99	41	101	207	37	129
gene-Rv3071	NC_000962.3	3434464	3435573	+	1110	218	237	232	145	242	222	193	112	259	411	55	313
gene-Rv3072c	NC_000962.3	3435798	3436322	-	525	125	167	178	145	179	175	174	92	163	355	29	177
gene-Rv3073c	NC_000962.3	3436329	3436685	-	357	64	93	98	70	93	118	73	40	92	245	21	116
gene-Rv3074	NC_000962.3	3436779	3438053	+	1275	1026	1234	1383	1324	1611	1577	1405	718	1268	2227	167	1319
gene-Rv3075c	NC_000962.3	3438050	3438973	-	924	1744	2258	2552	2707	3997	2869	2192	1197	2333	3895	284	2156
gene-Rv3076	NC_000962.3	3439072	3439548	+	477	57	66	78	36	90	105	86	39	76	164	48	107
gene-Rv3077	NC_000962.3	3439541	3441352	+	1812	198	277	320	213	411	299	217	167	289	791	115	475
gene-Rv3078	NC_000962.3	3441353	3441754	+	402	128	155	145	136	212	151	148	70	153	367	50	191
gene-Rv3079c	NC_000962.3	3441770	3442597	-	828	141	163	174	120	197	279	206	79	196	390	39	271
gene-Rv3080c	NC_000962.3	3442656	3445988	-	3333	252	438	530	424	576	745	352	218	462	866	106	556
gene-Rv3081	NC_000962.3	3446040	3447278	+	1239	270	367	387	236	396	460	401	188	381	663	180	520
gene-Rv3082c	NC_000962.3	3447404	3448426	-	1023	91	124	105	84	108	118	61	42	120	208	35	129
gene-Rv3083	NC_000962.3	3448504	3449991	+	1488	1958	2389	1283	1023	1379	1078	2406	828	2845	956	407	2082
gene-Rv3084	NC_000962.3	3449997	3450923	+	927	1033	1042	683	585	632	471	912	426	1241	452	169	1125
gene-Rv3085	NC_000962.3	3450920	3451750	+	831	782	811	498	431	441	334	666	324	869	283	129	698
gene-Rv3086	NC_000962.3	3451781	3452887	+	1107	1614	1841	1153	1094	1514	958	1460	721	1798	1256	290	1681
gene-Rv3087	NC_000962.3	3452925	3454343	+	1419	1024	1173	854	777	977	577	785	660	1173	815	187	1355
gene-Rv3088	NC_000962.3	3454340	3455764	+	1425	617	798	615	646	747	520	475	373	835	751	179	965
gene-Rv3089	NC_000962.3	3455761	3457272	+	1512	651	827	704	686	829	513	467	399	942	1023	245	1181
gene-Rv3090	NC_000962.3	3458211	3459098	+	888	88	115	94	80	119	125	89	49	146	256	46	142
gene-Rv3091	NC_000962.3	3459116	3460807	+	1692	1278	1389	1244	1065	1274	1470	1148	815	1321	1907	304	1376
gene-Rv3092c	NC_000962.3	3460814	3461734	-	921	2446	2535	1862	1685	2151	1425	1212	1408	2328	2901	1269	3175
gene-Rv3093c	NC_000962.3	3461760	3462764	-	1005	3370	2584	1428	1482	1460	427	751	1259	2174	1288	1936	2714
gene-Rv3094c	NC_000962.3	3462761	3463891	-	1131	2871	2521	1175	1120	1156	381	862	1108	2015	1176	1813	2517
gene-Rv3095	NC_000962.3	3463973	3464449	+	477	792	1033	621	353	570	423	604	408	885	1318	717	1369
gene-Rv3096	NC_000962.3	3464547	3465686	+	1140	1513	1813	1248	1006	1468	763	898	754	1744	1969	563	1886
gene-Rv3097c	NC_000962.3	3465778	3467091	-	1314	225	265	246	163	275	223	185	143	250	432	72	338
gene-Rv3098c	NC_000962.3	3467210	3467662	-	453	349	540	427	274	273	522	338	143	579	744	123	505
gene-Rv3098A	NC_000962.3	3467606	3467926	+	321	537	839	637	438	553	804	710	296	806	1115	190	796
gene-RVnc0046	NC_000962.3	3467967	3468334	-	368	625234	917203	728770	493619	863511	756142	692607	374064	867920	794702	441952	861901
gene-Rv3099c	NC_000962.3	3468413	3469264	-	852	1226	1783	957	773	1013	703	655	418	1829	2251	297	1498
gene-Rv3100c	NC_000962.3	3469301	3469783	-	483	453	556	467	446	562	326	279	229	732	763	102	583
gene-Rv3101c	NC_000962.3	3469786	3470679	-	894	696	846	865	798	1108	675	543	365	1144	1434	246	1015
gene-Rv3102c	NC_000962.3	3470680	3471369	-	690	280	417	400	290	470	332	193	222	460	658	114	462
gene-Rv3103c	NC_000962.3	3471413	3471850	-	438	333	431	385	350	465	341	366	264	513	841	95	542
gene-Rv3104c	NC_000962.3	3471852	3472778	-	927	1518	1729	1671	1374	1831	1350	1587	909	1816	2494	356	1792
gene-Rv3105c	NC_000962.3	3472768	3473904	-	1137	871	1001	1022	764	1105	1138	913	466	1339	1936	329	1192
gene-Rv3106	NC_000962.3	3474007	3475377	+	1371	549	688	528	449	665	503	727	310	671	1190	251	746
gene-Rv3107c	NC_000962.3	3475378	3476961	-	1584	866	1031	898	599	1052	818	1218	540	980	1344	292	937
gene-Rv3108	NC_000962.3	3477060	3477500	+	441	106	210	157	131	99	212	95	46	188	294	58	158
gene-Rv3109	NC_000962.3	3477649	3478728	+	1080	78	122	79	63	89	115	98	30	123	123	19	57
gene-Rv3110	NC_000962.3	3478779	3479174	+	396	45	49	40	49	50	61	57	24	60	66	21	36
gene-Rv3111	NC_000962.3	3479171	3479683	+	513	37	26	24	24	38	20	24	12	23	46	3	17
gene-Rv3112	NC_000962.3	3479700	3479951	+	252	20	26	19	21	24	22	23	11	30	17	2	19
gene-Rv3113	NC_000962.3	3480074	3480742	+	669	32	34	37	26	53	39	17	14	43	88	4	53
gene-Rv3114	NC_000962.3	3480759	3481289	+	531	23	63	67	51	112	55	35	27	51	260	7	178
gene-Rv3115	NC_000962.3	3481451	3482698	+	1248	3	7	1	1	1	2	5	1	2	3	3	7
gene-Rv3116	NC_000962.3	3482776	3483945	+	1170	682	941	799	703	961	1011	693	348	1067	2945	229	1566
gene-Rv3117	NC_000962.3	3483974	3484807	+	834	9	25	15	17	17	20	25	6	15	45	4	27
gene-Rv3118	NC_000962.3	3484809	3485111	+	303	86	92	75	139	92	69	65	40	109	160	23	135
gene-Rv3119	NC_000962.3	3485132	3485575	+	444	810	929	824	1024	1088	710	587	391	1215	3048	230	2010
gene-Rv3120	NC_000962.3	3485572	3486174	+	603	671	726	782	799	903	676	595	398	903	2810	174	1873
gene-Rv3121	NC_000962.3	3486509	3487711	+	1203	763	1127	1005	806	995	955	655	515	1340	3815	206	2714
gene-Rv3122	NC_000962.3	3488089	3488559	+	471	182	286	238	207	191	247	93	81	331	1988	60	965
gene-Rv3123	NC_000962.3	3488569	3489063	+	495	452	563	630	353	417	412	282	228	410	2228	103	1183
gene-Rv3124	NC_000962.3	3489506	3490375	+	870	85	143	125	94	80	205	87	26	191	259	30	144
gene-Rv3125c	NC_000962.3	3490476	3491651	-	1176	428	864	1012	472	536	1546	659	243	879	1449	120	794
gene-Rv3126c	NC_000962.3	3491808	3492122	-	315	58	109	118	76	46	97	38	32	118	210	12	164
gene-Rv3127	NC_000962.3	3492147	3493181	+	1035	6183	15978	16751	16267	15648	18412	16651	6965	19018	35605	2297	29234
gene-Rv3130c	NC_000962.3	3494975	3496366	-	1392	23148	55325	56601	61852	69027	46783	47840	26351	65672	103054	13216	95455
gene-Rv3131	NC_000962.3	3496551	3497549	+	999	21788	47510	48296	46316	54600	39105	32563	22422	52536	76917	12540	71834
gene-Rv3132c	NC_000962.3	3497529	3499265	-	1737	11226	26212	27225	18910	20217	16308	21903	11178	36212	46201	1168	52420
gene-Rv3133c	NC_000962.3	3499262	3499915	-	654	5709	13894	14535	11480	9402	6829	11582	5335	21446	20642	271	27448
gene-Rv3134c	NC_000962.3	3499943	3500749	-	807	7337	19411	19209	15795	11987	13675	17025	7241	27273	33980	915	41207
gene-Rv3135	NC_000962.3	3501334	3501732	+	399	1471	1982	1736	812	1095	1016	2208	738	2368	2765	167	3199
gene-Rv3136	NC_000962.3	3501794	3502936	+	1143	3590	4492	3765	2346	2901	1778	3974	1850	5729	8052	406	8766
gene-Rv3136A	NC_000962.3	3502945	3503277	-	333	781	923	808	648	972	399	933	494	1214	2551	127	3011
gene-Rv3137	NC_000962.3	3503393	3504175	+	783	598	603	641	497	630	374	408	386	753	1561	61	1703
gene-Rv3138	NC_000962.3	3504195	3505283	+	1089	1008	1233	1454	1070	1014	1471	628	422	1402	3386	143	2282
gene-Rv3139	NC_000962.3	3505363	3506769	+	1407	3739	5792	7066	9566	8549	9449	3009	3593	7309	20925	606	11458
gene-Rv3140	NC_000962.3	3506790	3507995	+	1206	5098	9772	11471	8482	6790	10442	5212	4410	13070	23544	630	17385
gene-Rv3141	NC_000962.3	3508095	3509066	+	972	2663	3869	3782	2745	2208	3516	2256	1244	4389	7678	506	4795
gene-Rv3142c	NC_000962.3	3509118	3509546	-	429	1251	2006	1855	1064	1384	1748	1018	512	2072	3744	553	2229
gene-Rv3143	NC_000962.3	3509654	3510055	+	402	940	1060	1016	997	809	1159	840	339	1142	1461	419	1132
gene-Rv3144c	NC_000962.3	3510088	3511317	-	1230	1552	1973	1683	1390	966	1866	1185	438	2272	3110	703	2034
gene-Rv3145	NC_000962.3	3511682	3512068	+	387	1815	1994	2034	1653	950	1902	1239	458	2186	4071	307	2382
gene-Rv3146	NC_000962.3	3512077	3512631	+	555	2800	3429	3141	3015	1673	2813	1768	776	3595	5420	440	3787
gene-Rv3147	NC_000962.3	3512628	3513338	+	711	2551	3053	3014	2628	1615	2724	1500	867	3136	6027	451	4293
